,reviews,Cleaned Reviews,Score,Sentiment
287,"  After having a few not so good experiences in the past, I feel I have to write a positive review as well where it is deserved. First of all, the improvement in the BA lounge in Gatwick is massive. The buffet was a joy. We flew on a BA flight but operated by Iberia Express. Wonderful staff and the food was exceptional. Whoever brought in this change of food supplier ... congratulations! Also may I add that this time business class was not 11 rows like last time, but 5 rows which was definitely a big improvement and could be felt in a much more attentive service. I am still not clear on luggage being labelled ""priority"". The luggage certainly does not come out first in the destination airports.",good experience past feel write positive review well deserved first improvement ba lounge gatwick massive buffet joy flew ba flight operated iberia express wonderful staff food exceptional whoever brought change food supplier congratulation also may add time business class row like last time row definitely big improvement could felt much attentive service still clear luggage labelled priority luggage certainly come first destination airport,0.9874,Positive
288,"  This review is for BA booking system not a flight . Today I clicked wrong date on line, my mistake and expect to pay a fee. I then go to “cancel booking” and click on the option to not receive a voucher, immediately I received a response saying my voucher is on its way. I call them and speak to a gentleman who continuously spoke over me and would not listen to my concerns and eventually I give up and want to book a new flight, obviously at a much higher price but using the voucher I didn’t want. However to my surprise I am unable to use this voucher because they can’t tell me what it is until I receive it at a point in the future that they can’t say when. So they now have my money and I have to re-book at full cost. In the end in order to get me off the phone they hung up.",review ba booking system flight today clicked wrong date line mistake expect pay fee go cancel booking click option receive voucher immediately received response saying voucher way call speak gentleman continuously spoke would listen concern eventually give want book new flight obviously much higher price using voucher want however surprise unable use voucher tell receive point future say money book full cost end order get phone hung,-0.6369,Negative
289,  Manchester to Seattle via London. I will never fly BA again. They cancelled my return flight from Heathrow back to Manchester and then cancelled the alternative offered. We had to get our son come all the way to London to pick us up and take us to our car in Manchester. The food was terrible and on the return journey as soon as they had finished serving they were round taking our trays so that they could settle down for the night. I will not be flying BA again,manchester seattle via london never fly ba cancelled return flight heathrow back manchester cancelled alternative offered get son come way london pick u take u car manchester food terrible return journey soon finished serving round taking tray could settle night flying ba,-0.5204,Negative
290,"  Our flight in March 2022 from San Francisco to London on 28th March was cancelled with 3 hours’ notice. We found out on the shuttle bus to the airport. We had to stay overnight for the next day flight. We still have not been recompensed for our expenses (filled in on line) and have received no replies on follow-ups. It is the usual 30 min or longer time to wait on customer service picking up. During this trip, we had to re-schedule a return flight (my wife was ill). This should not have been a problem as the flights were re-bookable. We were given a voucher. This voucher was only bookable by phone. When I phoned to rebook, we got the automated voice saying BA were not taking flight bookings by phone. You can see the problem - how do a use a voucher where I must phone and they are not taking phone bookings ? All I have been offered is another voucher. The time to use has passed. It must be great to be a business that can print endless A4 vouchers and not return money paid for services not rendered. We returned home with Aer Lingus with no drama.",flight march san francisco london th march cancelled hour notice found shuttle bus airport stay overnight next day flight still recompensed expense filled line received reply follow ups usual min longer time wait customer service picking trip schedule return flight wife ill problem flight bookable given voucher voucher bookable phone phoned rebook got automated voice saying ba taking flight booking phone see problem use voucher must phone taking phone booking offered another voucher time use passed must great business print endless voucher return money paid service rendered returned home aer lingus drama,-0.6249,Negative
291,"  I sat in seat 25C. Our Cabin Crew lady was called Gina and she went above and beyond to keep the customers happy. She greeted us as we boarded with a very cheery smile, she engaged with two families travelling with young children and gave out games and books. Her trolley service was excellent and she took great care in what she was doing. She had time for a quick chat and I think she said she was half German and half Bulgarian, a really lovely young lady who is a credit to British Airways.",sat seat c cabin crew lady called gina went beyond keep customer happy greeted u boarded cheery smile engaged two family travelling young child gave game book trolley service excellent took great care time quick chat think said half german half bulgarian really lovely young lady credit british airway,0.9852,Positive
292,"  Full afternoon flight. Ready to fly on time. Arrived early. Uneventful flight. Good service. Pre dinner drinks. Drink with meal. Coffee, Drinks available at back. AVML meal was tasty. Hard working crew on a full flight. Audio worked well.",full afternoon flight ready fly time arrived early uneventful flight good service pre dinner drink drink meal coffee drink available back avml meal tasty hard working crew full flight audio worked well,0.7269,Positive
293,"  I was told I'd require a 48 hr negative covid test for entry into Philippines. Booked my trip via BA.com, with a transfer in Singapore. They delay my transfer to the next day, okay, not too bothered as have my 48 hr negative covid test, but when I try to check in at Changi Airport, the Philippines Airlines check in staff require a 24 hr negative covid test. Had to rush to a different terminal, get tested, wait for the result, rush back to check in ...the gate had closed.  Had to book an extra night in Singapore hotel, book my own flight to Manila, then also the return journey back to London. If one misses one leg of a BA booked flight, the remaining flights get cancelled.  I discovered Oman Air Business Class and better then British Airways, from treating their customers, quality of service, the business class experience.",told require hr negative covid test entry philippine booked trip via ba com transfer singapore delay transfer next day okay bothered hr negative covid test try check changi airport philippine airline check staff require hr negative covid test rush different terminal get tested wait result rush back check gate closed book extra night singapore hotel book flight manila also return journey back london one miss one leg ba booked flight remaining flight get cancelled discovered oman air business class better british airway treating customer quality service business class experience,-0.926,Negative
294,"  Having been promised help to find a hotel room after an outgoing flight from Heathrow was running very late and my hotel would be closed, I boarded the plane on this basis. I was subsequently dumped at Barcelona airport at 0038 to sleep the night on the floor. There was no help at there to find a hotel. I have MS and can't walk without help, BA did nothing, their partners Iberia did nothing. At about 3 am some kind people helped me to an more secure area and toilet and got me some sandwiches. I lost my holiday, my hotel booking, and my music course. BA insist it's not their fault it's the hotels for closing. I would not have got on the plane had I known. I found out I could go to arbitration. BA now say they will withdraw the 'offer' of expenses if I do. Their policy of refusing all compensation for what would have been a dreadful experience for any passenger, is bad enough. For someone who is not mobile, it seems to have ditched the specific responsibilities of Duty of Care and towards Disabled Passengers. So for people with disabilities it's just not worth the risk of travelling with BA.",promised help find hotel room outgoing flight heathrow running late hotel would closed boarded plane basis subsequently dumped barcelona airport sleep night floor help find hotel m walk without help ba nothing partner iberia nothing kind people helped secure area toilet got sandwich lost holiday hotel booking music course ba insist fault hotel closing would got plane known found could go arbitration ba say withdraw offer expense policy refusing compensation would dreadful experience passenger bad enough someone mobile seems ditched specific responsibility duty care towards disabled passenger people disability worth risk travelling ba,-0.5624,Negative
295,"  I am a business class customer. British Airways cancelled my return flight and chose an alternative flight with 3 stops. After I complained, they changed the date. When I told them the date would not work, they attempted to charge me additional $5,000 for the change. I submitted a complaint and have not heard anything.  If you try to reach out, no chance.",business class customer british airway cancelled return flight chose alternative flight stop complained changed date told date would work attempted charge additional change submitted complaint heard anything try reach chance,-0.7184,Negative
296,"  Barbara Collins was super helpful. My boyfriend & I booked flights separately thinking we were on the same one but we found out at check in that he was on separate, slightly later one. Barbara was able to make some changes to ensure we flew together & even managed to put us sitting together! Much appreciate BA! We had a terrific flight over. Food, drinks & nibbles were great & staff were so friendly. Looking forward to returning home with BA.",barbara collins super helpful boyfriend booked flight separately thinking one found check separate slightly later one barbara able make change ensure flew together even managed put u sitting together much appreciate ba terrific flight food drink nibble great staff friendly looking forward returning home ba,0.9698,Positive
297,"  My husband, parents who are in their 80’s and I were traveling back to NY from Naples, Italy and had a stopover at Heathrow, London. Let me just say we were not happy when we arrived late to London and missed our connecting flight back to NY. The reason writing this review is the great customer service that Kashmir Dhami gave us. She was very helpful in booking all four of us on the same flight the very next day, which was very hard to do because we all had different bookings so it just made it all so difficult, but she got it done! She is so kind and is amazing at her job.",husband parent traveling back ny naples italy stopover heathrow london let say happy arrived late london missed connecting flight back ny reason writing review great customer service kashmir dhami gave u helpful booking four u flight next day hard different booking made difficult got done kind amazing job,0.9287,Positive
298,"  On our recommendation my son and his young family (child 4 and baby 9 months) and wife, flew BA to the USA from Cape Town, leaving yesterday evening. Just got off the call with him, after their arrival at Heathrow. Shocked at what he told us re the cabin service provided (or not!!) especially as my wife and I have used them many times a year for + 20 years of business flights from RSA, this our recommendation to him to use them for his holiday. My grandson had a coughing fit, so they asked (bell push) 4 times for glass of water - all ignored. Last one was told ""wait till drinks are served!"" Then when evening meal served - no food available for the 4 year old, which was pre-ordered online, they said nothing available and when my son explained it had been pre-ordered - the cabin staff supervisors response - ""prove it Sir"", that sealed it for us, if that’s the BA response to what’s seen as cattle class - it will permeate to our normal travel class, so our next booking will be an alternate.",recommendation son young family child baby month wife flew ba usa cape town leaving yesterday evening got call arrival heathrow shocked told u cabin service provided especially wife used many time year year business flight rsa recommendation use holiday grandson coughing fit asked bell push time glass water ignored last one told wait till drink served evening meal served food available year old pre ordered online said nothing available son explained pre ordered cabin staff supervisor response prove sir sealed u ba response seen cattle class permeate normal travel class next booking alternate,0.1531,Neutral
299,"  We had a nice flight. pushed-off exactly on time. Cabin crew very efficient in all things; friendly for the most part as well. Dinner (hot!) and complimentary wine served in premium economy very good. Do avoid middle seats though, even in premium economy. Only issue was with indifferent/non-helpful BA call center who refused to honor one world status to select seat choice in advance. Nice start to a 3 week trip to England.",nice flight pushed exactly time cabin crew efficient thing friendly part well dinner hot complimentary wine served premium economy good avoid middle seat though even premium economy issue indifferent non helpful ba call center refused honor one world status select seat choice advance nice start week trip england,0.9601,Positive
300,"  Holidays ruined, 2 suitcases lost in 2 flights I travelled from London Heathrow to Amsterdam with my brother, before boarding we were told we couldn't take our cabin suitcases with us in the cabin, so they sent them to the cargo. At our arrival in Amsterdam, one of the suitcases was missing, left at London Heathrow, so we had to fill in a report in Amsterdam, this was 3 days ago and we still don't have the suitcase or any information about it. Today I travelled from Amsterdam to London City Airport, again they didn't allow me to board with my cabin suitcase, and when I arrived in London, the suitcase was missing, left in Amsterdam. 2 Suitcases, 2 different flights, they've ruined my holidays. No compensation, no dates on when will I get my property back, no information, lies and more lies.  I was told I could complain online and buy all the things I need, shoes, toiletries, clothes, and I might receive the money back in 30 days! Yes, I might.",holiday ruined suitcase lost flight travelled london heathrow amsterdam brother boarding told take cabin suitcase u cabin sent cargo arrival amsterdam one suitcase missing left london heathrow fill report amsterdam day ago still suitcase information today travelled amsterdam london city airport allow board cabin suitcase arrived london suitcase missing left amsterdam suitcase different flight ruined holiday compensation date get property back information lie lie told could complain online buy thing need shoe toiletry clothes might receive money back day yes might,-0.6597,Negative
301, Despite BA's promise to credit double tier points for a holiday booked on their website I have received no additional points and my four email communications (including to the Chief Executive) have remained unanswered. Do not be taken in by this marketing con - they just want you to book a holiday and then do not follow up on their promises. Some things just do not change at BA.,despite ba promise credit double tier point holiday booked website received additional point four email communication including chief executive remained unanswered taken marketing con want book holiday follow promise thing change ba,0.5932,Positive
302,"  Refund process is non responsive I have been following up on my refund since October, 2021 which is 9 months now. I have contacted the customer service deck and sent mails to [email protected] several times and all they tell me is it’s been processed. British Airways customer service is bad and needs to be worked on. Till today I have not received my refund. I am just wondering what is happening!",refund process non responsive following refund since october month contacted customer service deck sent mail email protected several time tell processed british airway customer service bad need worked till today received refund wondering happening,0.2263,Neutral
303,"  Customer service is non-existent. For over a week customer service number message said to call back in a couple weeks. Nothing we needed to accomplish could be done on BA.com I was flying to Nairobi to bring my sister back after her husband died suddenly, My sister and husband had tickets on the July 18 from Nairobi to JFK. When BA received the death certificate, they cancelled my sister's ticket, not once but twice. It took almost 5 weeks to correct this incompetence. My niece and my wife were on the phone for hours plus hold times. 8 times we were told by the web help number we would get a return call and no one ever called back. The ticket was in premium economy. When I tried to upgrade to be with my broken- hearted sister, the price was $4029.00 plus a $25.00 service fee. Where is the efficiency? Where is the empathy? Where is the decency? In addition to the stress of losing her husband, my sister had to go through totally unnecessary stress of not having a ticket until 7 days before her flight. Also when I made my reservation, i was given a price and within 10 seconds was told there was a $1400.00 increase. British Airways has taken a nosedive in my opinion. Words simply don't convey my very deep frustration and disappointment with the company",customer service non existent week customer service number message said call back couple week nothing needed accomplish could done ba com flying nairobi bring sister back husband died suddenly sister husband ticket july nairobi jfk ba received death certificate cancelled sister ticket twice took almost week correct incompetence niece wife phone hour plus hold time time told web help number would get return call one ever called back ticket premium economy tried upgrade broken hearted sister price plus service fee efficiency empathy decency addition stress losing husband sister go totally unnecessary stress ticket day flight also made reservation given price within second told increase british airway taken nosedive opinion word simply convey deep frustration disappointment company,-0.9743,Negative
304,"  Flight on A380 SFO to LHR. Smooth check in at San Francisco. Airport quiet and efficient. Dedicated BA lounge, excellent food and beverage options and attentive staff. Lounge was very crowded though. Minor departure delay and onto A380 upper deck. I prefer the club world cabin on the upper deck as it is very much quieter. Old style product but clean and well maintained. Staff offered a good level of service and reasonable meals. On time arrival, baggage quite slow. A good flight overall.",flight sfo lhr smooth check san francisco airport quiet efficient dedicated ba lounge excellent food beverage option attentive staff lounge crowded though minor departure delay onto upper deck prefer club world cabin upper deck much quieter old style product clean well maintained staff offered good level service reasonable meal time arrival baggage quite slow good flight overall,0.9522,Positive
305,"  For this 5 hour 15 min flight, you are given a bag of potato chips, and a bottle of water. If you want to purchase more food and drink you do this via their app on your phone. Or like me you can pre-order weeks before you fly. However there is no guarantee you will get your order, mine never came, so after enquiring where the order was, they told me they had food for someone who was not on the plane, that someone was me it turned out. They also managed to lose my luggage.  I am still waiting for them to contact me regarding it. I will never use them again.",hour min flight given bag potato chip bottle water want purchase food drink via app phone like pre order week fly however guarantee get order mine never came enquiring order told food someone plane someone turned also managed lose luggage still waiting contact regarding never use,0.2732,Neutral
306,"  My wife and I booked a flight in April 2022 that included a return trip from Edinburgh thru London to Washington. When we checked in at Edinburgh Airport 3 hours ahead of time we were informed there were no more seats available on our scheduled flight. We asked how this was possible and were simply told that others had checked in on-line (which we hadn’t done).  We were instructed to come back in 2 hrs and 15 mins, still with our luggage unchecked and not yet going thru security, to see if we could get on the flight via standby. We waited and then finally at 1:15 PM, 45 mins before our scheduled 2:00 PM flight, we were told we could be on the flight and were given boarding passes for the flight to London but no boarding passes for the connecting flight (1:55 mins after arrival time). Our luggage was not checked thru to Washington but only to London. We were told we’d get thru security on time to make the flight and it was suggested that staff would assist us. When we got to Security Check area the line was massively long. We questioned a BA staff member who said we had to get in line like the others. We decided to pay (12 pounds) to go through “Fast Track” Security to make our Flight. We got to the gate in time. Yet, due to a delayed departure caused in part by luggage-space issues on the plane, our flight arrived in London 45 mns late, and after going to the “flight connections” we were told 25 mins before the scheduled departure, with a vague explanation of “there isn’t enough time,” that we could not be given a boarding pass for our flight. We were then directed to baggage claim to retrieve our luggage and then proceed to the check-in area to be rebooked for a later flight. When we got to the check-in counter area a BA staff person, standing at entrance to the check-in line, advised us we should try to call our travel agency to rebook because the line for checking in had not hardly moved in 3 hrs. When we finally got thru on the phone, we were informed that the best BA could do for us was to get us on a flight 5 days later, and then not to our original destination (IAD), but to Baltimore. I was not told or assured I’d be compensated for this extreme expense of staying 5 more days in a hotel - just that I could go to the BA website and make a claim on-line. This ugly experience, still ongoing, has ruined our trip to the UK. ",wife booked flight april included return trip edinburgh thru london washington checked edinburgh airport hour ahead time informed seat available scheduled flight asked possible simply told others checked line done instructed come back hr min still luggage unchecked yet going thru security see could get flight via standby waited finally pm min scheduled pm flight told could flight given boarding pass flight london boarding pass connecting flight min arrival time luggage checked thru washington london told get thru security time make flight suggested staff would assist u got security check area line massively long questioned ba staff member said get line like others decided pay pound go fast track security make flight got gate time yet due delayed departure caused part luggage space issue plane flight arrived london mn late going flight connection told min scheduled departure vague explanation enough time could given boarding pas flight directed baggage claim retrieve luggage proceed check area rebooked later flight got check counter area ba staff person standing entrance check line advised u try call travel agency rebook line checking hardly moved hr finally got thru phone informed best ba could u get u flight day later original destination iad baltimore told assured compensated extreme expense staying day hotel could go ba website make claim line ugly experience still ongoing ruined trip uk,0.8625,Positive
307,"  Decent flight and airplane, non existing customer service for refunds and support after delayed flight. Flight on 18th June-2022 from Vancouver to London airport was delayed for roughly 4 hours. We received a 10 CAD voucher for some drinks, this was appreciated. Because of this delay we missed our connecting flight to Amsterdam (from London), within the airplane we have been informed to go towards the British airway information desk to reschedule another flight towards Amsterdam. When we left the airplane in London, there where 3 employees working and a 400 people waiting line. We asked around towards the nice employees British airways have and we have been told this was the only line/desks to get a reschedule for our flight to Amsterdam, so we had to wait and be patient. After 4 hours of waiting and being roughly halfway the line we felt like uninformed cattle in an 4h waiting line with only candy bars and sugar cookies to eat.  At some point after 4 hours they were giving away hotel vouchers and shuttle bus vouchers because we couldn’t sleep/stay at the airport, as we noticed on the website we have been assigned another flight. This flight was about to leave Tuesday morning (it was Sunday 5pm when we arrived in London). This meant we have to spent 2 additional days in London before we were able to fly to the Netherlands. We have been told by the employees we could arrange our own transfer back to the Netherlands and save the receipts, and we will get a refund on the costs (hotel, food, transport) and a refund on the flight for Tuesday as we where not going to take this flight. They released out baggage, gave us a hotel voucher and cancelled the Tuesday flight they gave us. We were going to make our own travel back to the Netherlands. Seems British Airways claims & refund process is non responsive, as we already requested information 2 times for our compensation, but received nothing yet. apart from an automated email saying we could get a small refund based on our missed flight. ",decent flight airplane non existing customer service refund support delayed flight flight th june vancouver london airport delayed roughly hour received cad voucher drink appreciated delay missed connecting flight amsterdam london within airplane informed go towards british airway information desk reschedule another flight towards amsterdam left airplane london employee working people waiting line asked around towards nice employee british airway told line desk get reschedule flight amsterdam wait patient hour waiting roughly halfway line felt like uninformed cattle h waiting line candy bar sugar cooky eat point hour giving away hotel voucher shuttle bus voucher sleep stay airport noticed website assigned another flight flight leave tuesday morning sunday pm arrived london meant spent additional day london able fly netherlands told employee could arrange transfer back netherlands save receipt get refund cost hotel food transport refund flight tuesday going take flight released baggage gave u hotel voucher cancelled tuesday flight gave u going make travel back netherlands seems british airway claim refund process non responsive already requested information time compensation received nothing yet apart automated email saying could get small refund based missed flight,0.8271,Positive
308,  Reasonably smooth boarding. Meal service was smooth ad efficient but no ice or spirits available as no room on the trolley - could they have offered to serve this afterwards? Seat was very uncomfortable indeed on this aircraft so got little if any sleep on the long overnight flight. Cabin crew spent much of the time between meals talking loudly at the rear galley meaning we couldn't sleep even if the seats were comfortable. This was so disrespectful and inconsiderate.,reasonably smooth boarding meal service smooth ad efficient ice spirit available room trolley could offered serve afterwards seat uncomfortable indeed aircraft got little sleep long overnight flight cabin crew spent much time meal talking loudly rear galley meaning sleep even seat comfortable disrespectful inconsiderate,0.3182,Neutral
309,"  Three flights, London to Reykjavik return and Frankfurt to London. Generally the flights were of an acceptable standard, though the seats and legroom are quite tight for a three-hour flight. The cabin crews were efficient and generally friendly. A big plus for BA was informative announcements from the cockpit, often missing on other airlines. Flights operated generally close to the advertised times. But BA was let down by chaotic check-in and boarding procedures. In preparation for each flight the number of check-in staff was one or at most two (in Frankfurt the lone check-in agent was also checking in Business Class passengers). Why are Economy class passengers boarded from the front and not from the back? This was standard across the three flights, but slowed down the boarding process immensely as people seated further back tried to get past forward seated passengers stowing their (enormous) cabin baggage. It would make much more sense to board people at the back first. And to enforce baggage rules so that cabin crew are not wandering up and down the cabin trying to find overhead space for the hapless passengers who boarded last. The small bottle of water and a half-full bag of crisps offered as a snack on a three-hour flight to Iceland was just tokenism and compared badly with what Air France offered on a subsequent short flight to Paris. At Reykjavik there was no departure lounge next to the gate -- passengers had to queue wherever they could in the corridor.",three flight london reykjavik return frankfurt london generally flight acceptable standard though seat legroom quite tight three hour flight cabin crew efficient generally friendly big plus ba informative announcement cockpit often missing airline flight operated generally close advertised time ba let chaotic check boarding procedure preparation flight number check staff one two frankfurt lone check agent also checking business class passenger economy class passenger boarded front back standard across three flight slowed boarding process immensely people seated back tried get past forward seated passenger stowing enormous cabin baggage would make much sense board people back first enforce baggage rule cabin crew wandering cabin trying find overhead space hapless passenger boarded last small bottle water half full bag crisp offered snack three hour flight iceland tokenism compared badly air france offered subsequent short flight paris reykjavik departure lounge next gate passenger queue wherever could corridor,-0.5267,Negative
310, Routine typical BA domestic shuttle flight. Nothing special. Departure five minutes early but no one to greet flight upon arrival hence a 30 minute delay. Crew were attentive and charming. Usual clean cut BA product that when it works well is fine.,routine typical ba domestic shuttle flight nothing special departure five minute early one greet flight upon arrival hence minute delay crew attentive charming usual clean cut ba product work well fine,0.722,Positive
311,"  Over 1 week ago I cancelled 2 Club Europe flights due to testing positive for Covid the day before. They were booked many months ago and eligible for the Travel Voucher, so I opted for this online. Since then, absolute silence and BA pages state it might take up to a week (previous vouchers have been received within a few hours of cancellation). As a very loyal BA customer for more than 40 years, I am appalled at the absolute state of chaos that the airline now portrays. With a further 6 bookings with BA planned for the rest of 2022, I have to admit that travelling with them (ex LHR) has now become an absolute nightmare.",week ago cancelled club europe flight due testing positive covid day booked many month ago eligible travel voucher opted online since absolute silence ba page state might take week previous voucher received within hour cancellation loyal ba customer year appalled absolute state chaos airline portrays booking ba planned rest admit travelling ex lhr become absolute nightmare,-0.0516,Negative
312,  Flight delayed slightly due to luggage conveyor breaking down. Luggage never made it to Toronto and we filed a lost baggage report. Within 24 hours our luggage arrived in Toronto and a wonderful BA representative went down into the baggage loading area to retrieve it for me. Would definitely give BA a 5 star rating and have them again.,flight delayed slightly due luggage conveyor breaking luggage never made toronto filed lost baggage report within hour luggage arrived toronto wonderful ba representative went baggage loading area retrieve would definitely give ba star rating,0.4939,Neutral
313,"  Check in and security at LHR efficient. Went to Galleries North which was busy but fine with good service. Left from B gates. Efficient boarding with welcome drinks and menus. This was my first time on the club suite. Travelling with 2 children. BA moved our seated but we were all seated near to each other and they apologised for this at check in. It was a full flight in all cabins so staff busy. I liked the new suite which felt superior to the old club world product. The entertainment was excellent and the screen large and well positioned. The menu was quite limited but the quality was reasonable. Prior to COVID one could pre order mains in club which might be worth bringing back. As it happened we all ordered and were able to have the beef dish but I doubt my children would have liked the vegetarian korma had they run out. The club kitchen ran out of food quite quickly. It was a long flight so this was not surprising but my children were quite hungry as a result. Part of this was the result of other passengers from other cabins taking food from it. The second meal was fine and the cabin service director did source an alternative meal for my children from economy which I thought was quite good. On time arrival, prompt disembarkation and bags off quickly. We don’t tend to have a good track record with bag delivery so this was a pleasant surprise. Overall a good flight.",check security lhr efficient went gallery north busy fine good service left b gate efficient boarding welcome drink menu first time club suite travelling child ba moved seated seated near apologised check full flight cabin staff busy liked new suite felt superior old club world product entertainment excellent screen large well positioned menu quite limited quality reasonable prior covid one could pre order main club might worth bringing back happened ordered able beef dish doubt child would liked vegetarian korma run club kitchen ran food quite quickly long flight surprising child quite hungry result part result passenger cabin taking food second meal fine cabin service director source alternative meal child economy thought quite good time arrival prompt disembarkation bag quickly tend good track record bag delivery pleasant surprise overall good flight,0.9924,Positive
314," Washington to London. Our flight was unexpectedly cancelled. My husband spent hours on the phone in the middle of the night to try and rebook our flight. We were told by the customer service representative that we should just cancel our trip (after spending thousands in lodging, tickets, tours, etc). When we finally rebooked we still lost one day, one day of lodging, and tickets to a show. We tried to at least get another day on the end of our trip but no one could help us. No one cared that our family vacation was totally altered and cost us a bunch of money. We are so disappointed and angry with the customer service here!",washington london flight unexpectedly cancelled husband spent hour phone middle night try rebook flight told customer service representative cancel trip spending thousand lodging ticket tour etc finally rebooked still lost one day one day lodging ticket show tried least get another day end trip one could help u one cared family vacation totally altered cost u bunch money disappointed angry customer service,-0.7351,Negative
315," Nairobi to New York via London. British Airways has given me such grief, trying to cancel a ticket for my uncle who passed away, they canceled a ticket instead for my newly widowed aunt after they split her booking off the original booking. It is now less than two weeks until her scheduled flight, and I have been trying to amend her booking and hours and hours I have spent on hold, or with an agent, being told that my query has been prioritized and that I will receive a call back within 48 hours. I call every 2-3 days and nothing has been done to reinstate her ticket and no agent can ever resolve the situation. I will never book with BA again. Sure, flying with them is easy, but their total lack of practical assistance has caused distress and frustration and so many hours of wasted time. And to think I spent more money on a ticket with BA than other cheaper carriers thinking it would make my life easier. BIG MISTAKE",nairobi new york via london british airway given grief trying cancel ticket uncle passed away canceled ticket instead newly widowed aunt split booking original booking le two week scheduled flight trying amend booking hour hour spent hold agent told query prioritized receive call back within hour call every day nothing done reinstate ticket agent ever resolve situation never book ba sure flying easy total lack practical assistance caused distress frustration many hour wasted time think spent money ticket ba cheaper carrier thinking would make life easier big mistake,-0.9239,Negative
316,"  Today, my husband and a friend flew from Dublin to London City Airport. All apparently went well from check-in through the flight. After that, the ineptitude and lack of systems seemed to be in full bloom. We waited and waited for our bags to come off the baggage carriage, but neither my husband's nor mine came. I found a BA service person to ""help"" me. He told me that there were 60 bags checked and 59 on the plane.  I thought, one of our bags made it. Then, two other customers from the same flight were complaining to someone else that they, too, had not gotten their bags. So, I assumed the 59 out of 60 was some kind of interesting fiction. I was then told to file a claim on BA.com which we did. At this time, about 10 hours after our flight landed, the system says they have no idea where our bags are! Now, I've had bags not get on flights before - less and less as airlines have tracked their bags fastidiously (I usually fly United Airlines which tracks your bag at every stage of the flight with updated info - e.g., ""Your bag was loaded onto the plane""; ""Your bag is on its way to baggage claim""). BA doesn't seem to have anything like this. In this case, again, it appears BA cannot even locate the bag. I hadn't flown BA in many years and with experience I would never book them again.",today husband friend flew dublin london city airport apparently went well check flight ineptitude lack system seemed full bloom waited waited bag come baggage carriage neither husband mine came found ba service person help told bag checked plane thought one bag made two customer flight complaining someone else gotten bag assumed kind interesting fiction told file claim ba com time hour flight landed system say idea bag bag get flight le le airline tracked bag fastidiously usually fly united airline track bag every stage flight updated info e g bag loaded onto plane bag way baggage claim ba seem anything like case appears ba even locate bag flown ba many year experience would never book,0.936,Positive
317,"  British Airways is poorly staffed at Venice airport. No one to check in 2 flights departing within 15 minutes of each other 1.5 hours before. Huge line snaking through airport. Flight crew fine. London to Baltimore segment on an older 787, usually they are much nicer. Limited TV and movie selections, wifi did not work. Flight crew ok, food adequate.",british airway poorly staffed venice airport one check flight departing within minute hour huge line snaking airport flight crew fine london baltimore segment older usually much nicer limited tv movie selection wifi work flight crew ok food adequate,0.802,Positive
318,"  I booked a flight for myself and my wife from Heathrow to Nairobi in Premium Economy using Frequent Flyer points. I then paid $205 to reserve two seats on our own, in a 2-4-2 configuration cabin, as I didn't want to sit in a row of 4 people if possible. A few weeks before our flight BA emailed me to say they had changed my seat selection. When I logged in to see my new seat selection I had been moved into a row of 4? The email also stated that if I wasn't happy with the new seat selection they had made for me, I could get a full refund of the money I had paid. I called to cancel the reservation, which they did, and I paid $200 cancelation fee and they refunded my frequent flyer miles. When I asked them to refund the fee for my seat reservation, they told me all seat reservation fees are non refundable. I read them the email they had sent me when they changed my reserved seats, but the repeated that seat reservations are always non refundable.",booked flight wife heathrow nairobi premium economy using frequent flyer point paid reserve two seat configuration cabin want sit row people possible week flight ba emailed say changed seat selection logged see new seat selection moved row email also stated happy new seat selection made could get full refund money paid called cancel reservation paid cancelation fee refunded frequent flyer mile asked refund fee seat reservation told seat reservation fee non refundable read email sent changed reserved seat repeated seat reservation always non refundable,0.4588,Neutral
319,"  Departure was about 40 minutes late. The A350 we flew on was about eighteen months old. The seating spacing in economy class seems very tight and if the seat in front is fully tilted back, it is a real challenge to get out of the seat. The screen becomes so close to your face it becomes difficult to focus on the screen. Audio was so poor due to music drowning the conversation, I gave up trying to watch. The cabin crew seemed to really struggle with service, it felt very disorganised. Felt sorry for the cabin crew they seemed to be working hard and there seems to be a lot of up and down the aisles on this type of aircraft - felt unnatural. The overhead bins are very high and many passengers had difficulty accessing their belongings during the flight. I tried using the overhead attendant light to verify my wife's meal but no one responds - better to stop a flight attendant in the aisle. Nice aircraft for a two hour flight but no fun for close to eleven hours. I am going to explore other options before using BA again, the hassle to make contact with anybody before the flight puts you off before you even go to the airport.",departure minute late flew eighteen month old seating spacing economy class seems tight seat front fully tilted back real challenge get seat screen becomes close face becomes difficult focus screen audio poor due music drowning conversation gave trying watch cabin crew seemed really struggle service felt disorganised felt sorry cabin crew seemed working hard seems lot aisle type aircraft felt unnatural overhead bin high many passenger difficulty accessing belonging flight tried using overhead attendant light verify wife meal one responds better stop flight attendant aisle nice aircraft two hour flight fun close eleven hour going explore option using ba hassle make contact anybody flight put even go airport,-0.4927,Negative
320,"  Was going from Belfast to London but they cancelled the flight, and we didn’t even know it was cancelled. Someone behind us had to tell us. we had a connecting flight and spent a lot of money on our holiday. the refund takes ages. Overall not happy at all. ",going belfast london cancelled flight even know cancelled someone behind u tell u connecting flight spent lot money holiday refund take age overall happy,0.5267,Positive
